address,price,gross_tax,strata_maintenance_fees,bedrooms,bathrooms,property_type,property_age,title,heating_type,feature,amenities,appliances,community,days_on_rew,property_views,mls®_number,source,frontage,lot_size,year_built,depth,half_bathrooms,lot_width,lot_length,age,bungalow,storey,basement,laneway_house,garage,split_entry
4379 W River Road,4995000,3973,,2.0,2.0,house,,freehold nonstrata,radiant,"fireplace insert, garage door opener, hot tub spa/swirlpool, storage shed, wet bar, windows - thermo","golf course nearby, hot tub, marina nearby, shopping nearby, storage","dishwasher, in suite laundry, range top, washer/dryer/fridge/stove/dishwasher, wine cooler",port guichon,57 days,766.0,r2754619,rebgv,132.00 feet,436,2016,.01,1.0,132,132,7.0,0,2,0,0,1,0
983 51a Street,1424999,5192,,3.0,2.0,house,,freehold nonstrata,"baseboard,electric,hot water",,"golf course nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,tsawwassen central,21 days,913.0,r2764036,rebgv,72.00 feet,9548,1967,132,1.0,72,72,56.0,1,1,0,0,-1,0
5108 Linden Drive,1888800,0,,3.0,3.0,house,,freehold nonstrata,,,,,hawthorne,61 days,840.0,r2753842,rebgv,0.00 feet,,2021,,1.0,,,2.0,0,2,0,0,-1,0
3360 W River Road,7880000,7058,,7.0,8.0,house,,freehold nonstrata,mixed,storage shed,"marina nearby, swimming pool equipment",washer/dryer/fridge/stove/dishwasher,ladner rural,338 days,3630.0,r2689780,rebgv,286.00 feet,,2007,2853,0.0,286,286,16.0,0,2,1,0,0,0
4315 48a Street,1608000,4122,,5.0,3.0,house,,freehold nonstrata,"baseboard,forced air,natural gas","drapes/window coverings, storage shed","air conditioning, central air conditioning, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",ladner elementary,21 days,1028.0,r2763902,rebgv,67.00 feet,7125,1969,105,0.0,67,67,54.0,0,-1,0,0,0,1
5321 Chamberlayne Avenue,1249000,4077,,3.0,2.0,house,,freehold nonstrata,forced air,"drapes/window coverings, garage door opener, garden","golf course nearby, shopping nearby, storage",washer/dryer/fridge/stove/dishwasher,neilsen grove,21 days,1014.0,r2763926,rebgv,60.00 feet,5700,1980,95,0.0,60,60,43.0,1,1,0,0,1,0
4595 61 Street,2388888,6107,,5.0,2.0,house,,freehold nonstrata,"electric,forced air,natural gas","storage shed, vaulted ceiling","recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,holly,63 days,583.0,r2753334,rebgv,89.00 feet,13973,1971,157,0.0,89,89,52.0,0,2,0,0,0,0
548 English Bluff Road,1888000,4483,,5.0,2.0,house,,freehold nonstrata,"forced air,hot water,natural gas",garden,"golf course nearby, independent living, shopping nearby",washer/dryer/fridge/stove/dishwasher,pebble hill,352 days,1208.0,r2684064,rebgv,87.00 feet,12217,1966,140.00,0.0,87,87,57.0,0,2,0,0,0,0
1112 Skana Drive,1798000,4681,,6.0,3.0,house,,freehold nonstrata,"forced air,natural gas","drapes/window coverings, security system, smoke alarm, storage shed, vacuum - built in","golf course nearby, marina nearby, recreation nearby, shopping nearby","disposal - waste, microwave, washer/dryer/fridge/stove/dishwasher",english bluff,63 days,2625.0,r2753517,rebgv,80.00 feet,9200,1970,115,0.0,80,80,53.0,0,2,0,0,0,1
5649 120 Street,2390000,5446,,8.0,5.0,house,,freehold nonstrata,"hot water,radiant","garage door opener, oven - built in, security system, vacuum - built in","air conditioning, central air conditioning, golf course nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,sunshine hills woods,22 days,433.0,r2763618,rebgv,47.50 feet,6725,2016,142,1.0,47,47,7.0,0,2,1,0,1,0
1206 Pacific Drive,1588000,5850,,4.0,2.0,house,,leasehold prepaid-nonstrata,"electric,natural gas,radiant","cul-de-sac, garden","golf course nearby, marina nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,english bluff,63 days,3343.0,r2753218,rebgv,0.00 feet,,1986,,1.0,,,37.0,0,2,0,0,0,0
A 4584 51 Street,1559000,4963,,4.0,4.0,house,,freehold nonstrata,"baseboard,electric,hot water","drapes/window coverings, security system, smoke alarm","recreation nearby, shopping nearby","clothes dryer, clothes washer, dishwasher, in suite laundry, refrigerator, stove, washer/dryer/fridge/stove/dishwasher",ladner elementary,22 days,488.0,r2763494,rebgv,33.01 feet,4053,2011,123.00,1.0,33,33,12.0,0,3,0,0,0,0
4950 Cedar Springs Drive,2188000,6113,$183,4.0,3.0,house,,freehold nonstrata,,,,,tsawwassen north,64 days,810.0,r2752799,rebgv,0.00 feet,,2020,,1.0,,,3.0,0,2,0,0,-1,0
5046 Linden Drive,1650000,4263,,4.0,2.0,house,,freehold nonstrata,"forced air,natural gas","drapes/window coverings, fireplace insert, garden, storage shed","green house, shopping nearby, workshop detached","in suite laundry, washer/dryer/fridge/stove/dishwasher",hawthorne,23 days,461.0,r2763053,rebgv,75.00 feet,11248,1969,153,1.0,75,75,54.0,0,-1,0,0,0,0
11934 73 Avenue,1399000,4101,,5.0,3.0,house,,freehold nonstrata,"forced air,natural gas","cul-de-sac, garage door opener, smoke alarm","recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,scottsdale,64 days,1298.0,r2753273,rebgv,40.72 feet,5511,1980,90x98.3,1.0,40,40,43.0,0,-1,0,0,1,1
5661 Sherwood Boulevard,1849000,6094,,5.0,3.0,house,,freehold nonstrata,"baseboard,hot water","garage door opener, intercom","golf course nearby, recreation nearby","microwave, washer/dryer/fridge/stove/dishwasher",tsawwassen east,23 days,869.0,r2763255,rebgv,70.00 feet,7406,1980,104,2.0,70,70,43.0,0,2,1,0,1,0
6777 Corbould Road,1798000,4976,,3.0,3.0,house,,freehold nonstrata,radiant,,"golf course nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,boundary beach,64 days,3660.0,r2753164,rebgv,,,1978,,0.0,,,45.0,0,2,0,0,-1,0
8566 109b Street,999900,3895,,3.0,2.0,house,,freehold nonstrata,natural gas,,,washer/dryer/fridge/stove/dishwasher,nordel,23 days,3239.0,r2763152,rebgv,60.00 feet,7026,1964,117,0.0,60,60,59.0,1,-1,0,0,-1,0
4939 1 Avenue,2649000,6593,,5.0,4.0,house,,freehold nonstrata,radiant,"jetted bathtub, oven - built in, pantry, sprinkler - inground, vacuum - built in",shopping nearby,"clothes washer/dryer, microwave, range top, refrigerator, wine cooler",pebble hill,24 days,776.0,r2762544,rebgv,0.00 feet,,1995,,2.0,,,28.0,0,2,0,0,0,0
7179 York Crescent,1288888,3608,,3.0,2.0,house,,freehold nonstrata,"electric,forced air,natural gas","cul-de-sac, drapes/window coverings, fireplace insert, garage door opener, security - roughed in, smoke alarm","recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",sunshine hills woods,24 days,636.0,r2762594,rebgv,0.00 feet,5000,1979,0,1.0,0,0,44.0,0,2,0,0,1,0
4982 Kadota Drive,1435000,4765,,4.0,2.0,house,,freehold nonstrata,"forced air,natural gas","drapes/window coverings, garage door opener, oven - built in, windows - thermo",recreation nearby,"freezer, washer/dryer/fridge/stove/dishwasher",tsawwassen central,25 days,744.0,r2762453,rebgv,100.00 feet,9993,1965,100,1.0,100,100,58.0,0,-1,0,0,1,0
5121 112 Street,7999000,4281,,2.0,2.0,house,,freehold nonstrata,forced air,,,washer/dryer/fridge/stove/dishwasher,east delta,27 days,53.0,r2762346,rebgv,812.00 feet,,1955,,0.0,,,68.0,0,2,1,0,-1,0
11176 Kendale Way,1290000,3934,,5.0,1.0,house,,freehold nonstrata,forced air,"drapes/window coverings, garden, smoke alarm",recreation nearby,"freezer, microwave, washer/dryer/fridge/stove/dishwasher",annieville,28 days,309.0,r2762062,rebgv,67.00 feet,6732,1958,101.00,1.0,67,67,65.0,0,-1,0,0,0,1
5039 112 Street,13999000,6524,,3.0,1.0,house,,freehold nonstrata,"baseboard,electric",,workshop detached,,east delta,28 days,59.0,r2761709,rebgv,920.00 feet,,1998,0.00,0.0,920,920,25.0,0,1,0,0,-1,0
5407 16 Avenue,2980000,3563,,6.0,5.0,house,,freehold nonstrata,,,,,cliff drive,29 days,200.0,r2760919,rebgv,80.00 feet,8000,2022,100,1.0,80,80,1.0,0,2,0,0,-1,0
5298 9th Avenue,2500000,0,,4.0,3.0,house,,freehold nonstrata,,,,,tsawwassen central,29 days,559.0,r2761597,rebgv,72.00 feet,13175,1967,193,0.0,72,72,56.0,0,2,1,0,-1,0
4873 Cedar Crescent,1845000,4600,,3.0,1.0,house,,freehold nonstrata,,,,,pebble hill,30 days,343.0,r2761553,rebgv,83.00 feet,10292,1966,124,2.0,83,83,57.0,0,3,0,0,-1,0
9534 114 Street,1879000,4821,,5.0,4.0,house,,freehold nonstrata,"baseboard,radiant",,"recreation nearby, shopping nearby",in suite laundry,annieville,30 days,354.0,r2761441,rebgv,65.75 feet,7580,2021,114.92,1.0,65,65,2.0,0,2,0,0,-1,0
11596 83a Avenue,1398000,4057,,5.0,3.0,house,,freehold nonstrata,"forced air,natural gas",garage door opener,,"in suite laundry, washer/dryer/fridge/stove/dishwasher",scottsdale,34 days,1049.0,r2760568,rebgv,42.00 feet,4621,1990,110,0.0,42,42,33.0,0,2,0,0,1,0
11277 91 Avenue,1345000,4002,,4.0,2.0,house,,freehold nonstrata,,,,,annieville,34 days,284.0,r2760619,rebgv,79.79 feet,6640,1959,83.32,0.0,79,79,64.0,1,-1,1,0,-1,0
11820 96 Avenue,1299000,4035,,6.0,3.0,house,,freehold nonstrata,"forced air,natural gas","garage door opener, security system","air conditioning, central air conditioning, storage","clothes dryer, clothes washer, in suite laundry, refrigerator",annieville,34 days,846.0,r2760309,rebgv,60.00 feet,,1972,,0.0,,,51.0,0,2,0,0,1,0
22775 88 Avenue,1650000,5460,,4.0,2.0,house,,freehold nonstrata,"forced air,natural gas",garage door opener,"barn, golf course nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,fort langley,9 days,610.0,r2766022,rebgv,214.00 feet,16700,1977,92,1.0,214,214,46.0,0,3,0,0,1,0
31 24455 61 Avenue,2388888,6328,$330,4.0,4.0,house,,freehold strata,"forced air,heat pump,natural gas","oven - built in, security system, sprinkler - fire, vacuum - built in, wet bar","air conditioning, central air conditioning","clothes washer/dryer, dishwasher, range top, refrigerator",salmon river,15 days,1064.0,r2764373,rebgv,94.00 feet,8267,2017,irreg,1.0,94,94,6.0,0,2,1,0,0,0
6751 196b Place,1299900,5730,,4.0,3.0,house,,freehold nonstrata,"forced air,natural gas,wood","cul-de-sac, drapes/window coverings, garden, smoke alarm, storage shed","recreation nearby, shopping nearby, storage",washer/dryer/fridge/stove/dishwasher,willoughby heights,1 day,,r2768840,rebgv,32.80 feet,6370,1986,irregular,0.0,32,32,37.0,0,-1,0,0,0,1
19765 48 Avenue,1449900,4849,,5.0,3.0,house,,freehold nonstrata,"forced air,natural gas","drapes/window coverings, garden, security - roughed in, smoke alarm, storage shed","recreation nearby, shopping nearby, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",langley city,1 day,,r2768767,rebgv,70.60 feet,8816,1977,124.87,0.0,70,70,46.0,0,4,0,0,0,0
9571 215a Street,1300000,5104,,3.0,2.0,house,,freehold nonstrata,"electric,natural gas",cul-de-sac,"golf course nearby, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",walnut grove,1 day,,r2769301,rebgv,38.00 feet,7187,1990,115.0,0.0,38,38,33.0,1,1,0,0,0,0
9191 Gay Street,3148600,9289,,7.0,6.0,house,,freehold nonstrata,forced air,"garage door opener, security system","shopping nearby, storage",in suite laundry,fort langley,1 day,,r2768842,rebgv,70.75 feet,,2019,,1.0,,,4.0,0,2,1,0,1,0
9388 222 Street,5998600,6167,,5.0,5.0,house,,freehold nonstrata,"forced air,natural gas","hot tub spa/swirlpool, pantry, vacuum - built in, water treatment, wet bar","exercise room, hot tub, swimming pool equipment, workshop detached",free standing fireplace or woodstove,fort langley,1 day,,r2768719,rebgv,144.42 feet,,2009,(17.21ac),0.0,144,144,14.0,0,2,1,0,0,0
26920 29 Avenue,1399000,4724,,6.0,4.0,house,,freehold nonstrata,"forced air,natural gas",,storage,"in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",aldergrove,1 day,,r2768624,rebgv,66.00 feet,,1981,,0.0,,,42.0,0,2,0,0,-1,0
8455 214b Street,1475000,5754,,4.0,2.0,house,,freehold nonstrata,"forced air,heat pump,natural gas","drapes/window coverings, storage shed, vacuum - built in","air conditioning, golf course nearby, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher, wine cooler",walnut grove,1 day,180.0,r2769326,rebgv,55.00 feet,6148,1992,112,1.0,55,55,31.0,0,2,0,0,0,0
5336 199a Street,1458000,4826,,4.0,2.0,house,,freehold nonstrata,"forced air,natural gas","cul-de-sac, vacuum - roughed in","golf course nearby, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",langley city,1 day,28.0,r2768377,rebgv,0.00 feet,,1984,,1.0,,,39.0,0,-1,0,0,0,0
114 Springfield Drive,829000,3723,,4.0,2.0,house,,freehold nonstrata,"baseboard,natural gas",storage shed,"recreation nearby, shopping nearby, storage, workshop detached","in suite laundry, washer/dryer/fridge/stove/dishwasher",aldergrove,2 days,288.0,r2768458,rebgv,53.00 feet,,1978,,0.0,,,45.0,0,2,0,0,0,0
6629 197 Street,1398000,5073,,5.0,3.0,house,,freehold nonstrata,"forced air,natural gas","drapes/window coverings, garage door opener, garden","recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,willoughby heights,2 days,406.0,r2768883,rebgv,55.00 feet,5500,1985,100,0.0,55,55,38.0,0,2,0,0,1,0
21735 48 Avenue,1298500,4551,,4.0,2.0,house,,freehold nonstrata,,,shopping nearby,,murrayville,2 days,179.0,r2768733,rebgv,65.94 feet,9148,1954,127.95,0.0,65,65,69.0,1,-1,1,0,-1,0
5297 197 Street,1599000,5061,,4.0,2.0,house,,freehold nonstrata,"baseboard,forced air","cul-de-sac, garage door opener, storage shed","hot tub, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",langley city,4 days,343.0,r2768386,rebgv,54.00 feet,6400,1989,120,1.0,54,54,34.0,0,2,0,0,1,0
2987 212 Street,3888000,6893,,5.0,2.0,house,,freehold nonstrata,"forced air,natural gas","garden, sprinkler - inground, storage shed, windows - thermo","recreation nearby, shopping nearby, workshop detached",washer/dryer/fridge/stove/dishwasher,brookswood,5 days,474.0,r2767201,rebgv,329.00 feet,,1986,1246 (9.42 acres),1.0,329,329,37.0,0,2,1,0,0,0
21439 94 Avenue,1295000,5414,,3.0,2.0,house,,freehold nonstrata,"forced air,natural gas",fireplace insert,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,walnut grove,6 days,994.0,r2766611,rebgv,30.50 feet,6884,1985,124,1.0,30,30,38.0,0,3,0,0,0,0
22327 50th Avenue,1395000,5597,,3.0,3.0,house,,freehold nonstrata,"forced air,natural gas","garage door opener, garden, storage shed, vaulted ceiling, windows - thermo","golf course nearby, guest suite, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",murrayville,7 days,897.0,r2766390,rebgv,50.20 feet,5016,2000,100',0.0,50,50,23.0,1,-1,1,0,1,0
19950 46 Avenue,2150000,6770,,6.0,4.0,house,,freehold nonstrata,natural gas,"drapes/window coverings, hot tub spa/swirlpool, storage shed","air conditioning, hot tub, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",langley city,149 days,1519.0,r2739362,rebgv,78.00 feet,20046,1970,257,0.0,78,78,53.0,0,2,1,0,0,0
3851 201 Street,1699000,2022,,3.0,2.0,house,,freehold nonstrata,"electric,radiant",,,washer/dryer/fridge/stove/dishwasher,brookswood,7 days,1342.0,r2766328,rebgv,80.00 feet,18720,1976,234,0.0,80,80,47.0,0,2,0,0,-1,0
20571 70 Avenue,2299000,7524,,8.0,6.0,house,,freehold nonstrata,radiant,"oven - built in, security system","air conditioning, central air conditioning, hot tub, recreation nearby, shared laundry","in suite laundry, washer/dryer/fridge/stove/dishwasher",willoughby heights,8 days,397.0,r2767369,rebgv,44.00 feet,,2020,,2.0,,,3.0,0,3,0,0,0,0
2811 202a Street,2798000,6613,,7.0,5.0,house,,freehold nonstrata,"forced air,natural gas","security system, vaulted ceiling","air conditioning, central air conditioning","in suite laundry, washer/dryer/fridge/stove/dishwasher",brookswood,8 days,1007.0,r2766256,rebgv,68.90 feet,9473,2022,132.54,1.0,68,68,1.0,0,2,1,0,0,0
24088 61 Avenue,3488000,8087,,8.0,4.0,house,,freehold nonstrata,"baseboard,forced air,heat pump","security system, sprinkler - inground, vacuum - built in","air conditioning, central air conditioning, guest suite, workshop attached, workshop detached","washer/dryer/fridge/stove/dishwasher, wine cooler",salmon river,16 days,1185.0,r2765039,rebgv,0.00 feet,,1996,,0.0,,,27.0,1,-1,1,0,0,0
7154 198 Street,2194000,2959,,7.0,7.0,house,,freehold nonstrata,radiant,,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,willoughby heights,14 days,797.0,r2765644,rebgv,47.00 feet,,2023,,0.0,,,0.0,0,2,1,0,-1,0
21075 45 Place,1824900,6137,,5.0,3.0,house,,freehold nonstrata,"forced air,heat pump,natural gas","cul-de-sac, drapes/window coverings, hot tub spa/swirlpool, security - roughed in","air conditioning, hot tub, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,brookswood,14 days,725.0,r2765109,rebgv,49.21 feet,,1996,,1.0,,,27.0,0,2,1,0,0,0
Lt.1 23231 34a Avenue,2999000,0,$0,4.0,4.0,house,,freehold strata,"forced air,natural gas","sprinkler - inground, vacuum - built in, vaulted ceiling","air conditioning, workshop detached",washer/dryer/fridge/stove/dishwasher,campbell valley,16 days,403.0,r2764261,rebgv,62.00 feet,28506,2023,460,1.0,62,62,0.0,0,2,0,0,0,0
20560 46a Avenue,1599000,5996,,5.0,4.0,house,,freehold nonstrata,radiant,"drapes/window coverings, sprinkler - inground, vacuum - roughed in","air conditioning, central air conditioning, recreation center, recreation nearby, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",langley city,30 days,2235.0,r2761163,rebgv,75.98 feet,7417,2000,102,0.0,75,75,23.0,0,2,1,0,0,0
108 Springfield Drive,980000,3596,,5.0,3.0,house,,freehold nonstrata,electric,,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,aldergrove,16 days,977.0,r2764579,rebgv,30.00 feet,3000,1978,100,0.0,30,30,45.0,0,-1,0,0,-1,0
2 22176 88 Avenue,3598888,11347,,6.0,5.0,house,,freehold nonstrata,"forced air,natural gas","pantry, security system, vaulted ceiling","air conditioning, golf course nearby, shopping nearby","washer/dryer/fridge/stove/dishwasher, wine cooler",fort langley,16 days,1261.0,r2764921,rebgv,98.50 feet,,2018,354.00,1.0,98,98,5.0,0,2,1,0,0,0
9125 202b Street,1699000,6045,,4.0,2.0,house,,freehold nonstrata,"forced air,natural gas","drapes/window coverings, garage door opener, security system, smoke alarm, vacuum - roughed in","air conditioning, recreation nearby, shopping nearby","microwave, refrigerator, washer/dryer/fridge/stove/dishwasher",walnut grove,16 days,1736.0,r2762768,rebgv,60.00 feet,,2002,,1.0,,,21.0,0,2,1,0,1,0
2200 250th Street,2499000,1859,,5.0,2.0,house,,freehold nonstrata,"forced air,heat pump",vacuum - built in,,washer/dryer/fridge/stove/dishwasher,otter district,19 days,1551.0,r2764024,rebgv,361.12 feet,,1971,634.48,1.0,361,361,52.0,1,-1,1,0,0,0
4865 201 Street,1949000,7317,,5.0,4.0,house,,freehold nonstrata,"electric,forced air,natural gas","drapes/window coverings, garage door opener, jetted bathtub, security system, sprinkler - inground, vacuum - built in, wet bar, windows - storm","air conditioning, golf course nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,langley city,20 days,664.0,r2764149,rebgv,52.50 feet,6027,2014,114.8,2.0,52,52,9.0,0,2,1,0,1,0
21806 45a Avenue,1699000,6376,,5.0,3.0,house,,freehold nonstrata,"forced air,natural gas",,"golf course nearby, recreation nearby",washer/dryer/fridge/stove/dishwasher,murrayville,20 days,1520.0,r2763985,rebgv,73.10 feet,11195,1994,184(irreg),0.0,73,73,29.0,0,-1,0,0,-1,0
2675 256 Street,10998000,3384,,6.0,3.0,house,,freehold nonstrata,"hot water,natural gas,radiant","drapes/window coverings, garden, pantry, security system, sprinkler - inground, vacuum - built in, wet bar","air conditioning, barn, central air conditioning, golf course nearby, green house, shopping nearby, storage",washer/dryer/fridge/stove/dishwasher,otter district,21 days,682.0,r2763821,rebgv,,,2005,,3.0,,,18.0,0,2,0,0,0,0
103 Springfield Drive,874900,3662,,4.0,2.0,house,,freehold nonstrata,"baseboard,electric",drapes/window coverings,"recreation nearby, shopping nearby","clothes washer/dryer, refrigerator, stove",aldergrove,21 days,1819.0,r2763252,rebgv,30.00 feet,3300,1978,110,0.0,30,30,45.0,0,2,0,0,0,0
2565 216 Street,2499000,5000,,8.0,6.0,house,,freehold nonstrata,baseboard,storage shed,,washer/dryer/fridge/stove/dishwasher,campbell valley,21 days,1878.0,r2762737,rebgv,152.89 feet,,1956,682.09(2.50ac),1.0,152,152,67.0,0,2,0,0,0,0
26829 Alder Drive,1099000,4361,,3.0,2.0,house,,freehold nonstrata,forced air,hot tub spa/swirlpool,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,aldergrove,21 days,2016.0,r2763502,rebgv,60.00 feet,,1979,,0.0,,,44.0,0,-1,0,0,0,0
